Time,SL1_CVC1_DVH3_MT040.iRunningF,SL1_SOL_010.oRawOutput,SL1_SOL_011.oRawOutput,SL1_CVC1_DVH3.qRestraintEngaged,SL1_PIT_005.qInput,SL1_PIT_006.qInput,SL1_PIT_007.qInput
12-Jan-26 20:57:56,0,0,0,1,6.887159824,0.687418938,1.451037645
12-Jan-26 20:57:57,0,0,0,1,6.887159824,0.687418938,1.451037645
12-Jan-26 20:57:58,0,0,0,1,6.666666985,0.453955919,1.256485105
12-Jan-26 20:57:59,0,0,0,1,6.666666985,0.453955919,1.256485105
12-Jan-26 20:58:00,0,0,0,1,6.36835289,0.946822345,1.540207505
12-Jan-26 20:58:01,0,0,0,1,6.36835289,0.946822345,1.540207505
12-Jan-26 20:58:02,0,0,0,1,6.900129795,0.116731524,1.556420326
12-Jan-26 20:58:03,0,0,0,1,6.900129795,0.116731524,1.556420326
12-Jan-26 20:58:04,0,0,0,1,6.900129795,0.42801559,1.11867702
12-Jan-26 20:58:05,0,0,0,1,6.900129795,0.42801559,1.11867702
12-Jan-26 20:58:06,0,0,0,1,6.718547344,6.511024952,1.102464318
12-Jan-26 20:58:07,0,0,0,1,6.718547344,6.511024952,1.102464318
12-Jan-26 20:58:08,1,0,0,1,27.97665405,1.387808084,0.948443592
12-Jan-26 20:58:09,1,0,0,1,27.97665405,1.387808084,0.948443592
12-Jan-26 20:58:10,1,0,0,1,27.97665405,0.739299655,0.778210163
12-Jan-26 20:58:11,1,0,0,1,27.97665405,0.739299655,0.778210163
12-Jan-26 20:58:12,1,0,0,1,27.97665405,1.309987068,1.045719862
12-Jan-26 20:58:13,1,0,0,1,27.97665405,1.309987068,1.045719862
12-Jan-26 20:58:14,1,0,0,1,27.97665405,1.595330834,0.737678349
12-Jan-26 20:58:15,1,0,0,1,27.97665405,1.595330834,0.737678349
12-Jan-26 20:58:16,1,0,0,1,27.97665405,2.619974136,0.810635567
12-Jan-26 20:58:17,1,0,0,1,27.97665405,2.619974136,0.810635567
12-Jan-26 20:58:18,1,0,0,1,28.26199913,3.086900234,1.086251616
12-Jan-26 20:58:19,1,0,0,1,28.26199913,3.086900234,1.086251616
12-Jan-26 20:58:20,1,0,0,1,29.10505867,4.928664207,0.705252945
12-Jan-26 20:58:21,1,0,0,1,29.10505867,4.928664207,0.705252945
12-Jan-26 20:58:22,1,0,1,1,62.55512619,15.68093395,35.02756119
12-Jan-26 20:58:23,1,0,1,1,62.55512619,15.68093395,35.02756119
12-Jan-26 20:58:24,1,0,1,1,127.8858643,64.63035583,103.8424149
12-Jan-26 20:58:25,1,0,1,1,127.8858643,64.63035583,103.8424149
12-Jan-26 20:58:26,1,0,1,1,166.8871613,94.5006485,143.4662781
12-Jan-26 20:58:27,1,0,0,1,166.8871613,94.5006485,143.4662781
12-Jan-26 20:58:28,1,0,0,1,28.87159729,111.8028564,148.1193237
12-Jan-26 20:58:29,1,0,0,1,28.87159729,111.8028564,148.1193237
12-Jan-26 20:58:30,1,0,0,1,28.1841774,111.5175171,145.727951
12-Jan-26 20:58:31,1,0,0,1,28.1841774,111.5175171,145.727951
12-Jan-26 20:58:32,1,0,0,1,29.57198524,111.2192001,143.2717285
12-Jan-26 20:58:33,1,0,0,1,29.57198524,111.2192001,143.2717285
12-Jan-26 20:58:34,1,0,0,1,27.84695244,110.0518875,140.8398285
12-Jan-26 20:58:35,1,0,0,1,27.84695244,110.0518875,140.8398285
12-Jan-26 20:58:36,1,0,0,0,46.21271133,93.38521576,107.8793793
12-Jan-26 20:58:37,1,0,0,0,46.21271133,93.38521576,107.8793793
12-Jan-26 20:58:38,1,0,0,0,28.59922218,12.36057091,11.51913166
12-Jan-26 20:58:39,1,0,0,0,28.59922218,12.36057091,11.51913166
12-Jan-26 20:58:40,1,0,0,0,29.40337372,13.35927391,11.76232147
12-Jan-26 20:58:41,1,0,0,0,29.40337372,13.35927391,11.76232147
12-Jan-26 20:58:42,1,0,0,0,29.40337372,13.13878155,10.78145313
12-Jan-26 20:58:43,1,0,0,0,29.40337372,13.13878155,10.78145313
12-Jan-26 20:58:44,1,0,0,0,29.40337372,14.2282753,11.17866421
12-Jan-26 20:58:45,1,0,0,0,29.40337372,14.2282753,11.17866421
12-Jan-26 20:58:46,1,0,0,0,29.40337372,13.72243881,10.97600555
12-Jan-26 20:58:47,1,0,0,0,29.40337372,13.72243881,10.97600555
12-Jan-26 20:58:48,1,0,0,0,29.14397049,13.94293213,10.6355381
12-Jan-26 20:58:49,1,0,0,0,29.14397049,13.94293213,10.6355381
12-Jan-26 20:58:50,1,0,0,0,27.70428085,14.42282772,10.61121941
12-Jan-26 20:58:51,1,0,0,0,27.70428085,14.42282772,10.61121941
12-Jan-26 20:58:52,1,0,0,0,29.44228363,13.82620049,10.65985775
12-Jan-26 20:58:53,1,0,0,0,29.44228363,13.82620049,10.65985775
12-Jan-26 20:58:54,1,0,0,0,27.32814598,13.9559021,10.59500694
12-Jan-26 20:58:55,1,0,0,0,27.32814598,13.9559021,10.59500694
12-Jan-26 20:58:56,1,0,0,0,29.80544853,14.57847023,10.94357967
12-Jan-26 20:58:57,1,0,0,0,29.80544853,14.57847023,10.94357967
12-Jan-26 20:58:58,1,0,0,0,28.14526749,13.72243881,11.0246439
12-Jan-26 20:58:59,1,0,0,0,28.14526749,13.72243881,11.0246439
12-Jan-26 20:59:00,1,0,0,0,29.37743378,13.19066238,11.41374874
12-Jan-26 20:59:01,1,0,0,0,29.37743378,13.19066238,11.41374874
12-Jan-26 20:59:02,1,0,0,0,28.46952057,12.72373581,11.2029829
12-Jan-26 20:59:03,1,0,0,0,28.46952057,12.72373581,11.2029829
12-Jan-26 20:59:04,1,0,0,0,28.46952057,11.95849609,11.44617367
12-Jan-26 20:59:05,1,0,0,0,28.46952057,11.95849609,11.44617367
12-Jan-26 20:59:06,1,0,0,0,28.46952057,14.61738014,11.85959816
12-Jan-26 20:59:07,1,0,0,0,28.46952057,14.61738014,11.85959816
12-Jan-26 20:59:08,1,0,0,0,28.46952057,12.51621342,11.50291824
12-Jan-26 20:59:09,1,0,0,0,28.46952057,12.51621342,11.50291824
